CLASS,EXPIRE_TIME_GMT,FCST_VALID,FCST_VALID_LOCAL,NUM,DAY_IND,TEMP,DEWPT,HI,WC,FEELS_LIKE,ICON_EXTD,WXMAN,ICON_CODE,DOW,PHRASE_12CHAR,PHRASE_22CHAR,PHRASE_32CHAR,SUBPHRASE_PT1,SUBPHRASE_PT2,SUBPHRASE_PT3,POP,PRECIP_TYPE,QPF,SNOW_QPF,RH,WSPD,WDIR,WDIR_CARDINAL,GUST,CLDS,VIS,MSLP,UV_INDEX_RAW,UV_INDEX,UV_WARNING,UV_DESC,GOLF_INDEX,GOLF_CATEGORY,SEVERITY,LATITUDE,LONGITUDE
fod_long_range_hourly,1688143018,1688713200,2023-07-07T08:00:00+0100,159,D,61,54,61,61,61,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,76,6,206,SSW,,52,10.0,30.07,1.17,1,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688716800,2023-07-07T09:00:00+0100,160,D,64,53,64,64,64,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,68,7,212,SSW,,52,10.0,30.08,2.29,2,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688720400,2023-07-07T10:00:00+0100,161,D,67,53,67,67,67,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,62,8,213,SSW,,52,10.0,30.08,3.66,4,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688724000,2023-07-07T11:00:00+0100,162,D,69,53,69,69,69,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,7,rain,0.0,0.0,57,9,216,SW,,52,10.0,30.08,5.03,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688727600,2023-07-07T12:00:00+0100,163,D,71,52,71,71,71,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,7,rain,0.0,0.0,52,10,216,SW,,53,10.0,30.08,6.09,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688731200,2023-07-07T13:00:00+0100,164,D,72,52,72,72,72,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,3,rain,0.0,0.0,49,10,212,SSW,,54,10.0,30.08,6.53,7,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688734800,2023-07-07T14:00:00+0100,165,D,74,52,74,74,74,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,3,rain,0.0,0.0,47,11,210,SSW,16.0,53,10.0,30.08,6.21,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688738400,2023-07-07T15:00:00+0100,166,D,74,52,74,74,74,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,7,rain,0.0,0.0,46,11,207,SSW,16.0,53,10.0,30.07,5.24,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688742000,2023-07-07T16:00:00+0100,167,D,75,52,75,75,75,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,7,rain,0.0,0.0,45,11,206,SSW,,52,10.0,30.06,3.9,4,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688745600,2023-07-07T17:00:00+0100,168,D,75,52,75,75,75,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,6,rain,0.0,0.0,45,11,208,SSW,,51,10.0,30.06,2.51,3,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688749200,2023-07-07T18:00:00+0100,169,D,75,52,75,75,75,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,5,rain,0.0,0.0,45,10,207,SSW,,51,10.0,30.06,1.34,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688752800,2023-07-07T19:00:00+0100,170,D,74,52,74,74,74,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,47,10,204,SSW,,51,10.0,30.06,0.53,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688756400,2023-07-07T20:00:00+0100,171,D,72,52,72,72,72,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,49,9,201,SSW,,52,10.0,30.06,0.13,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688760000,2023-07-07T21:00:00+0100,172,D,70,52,70,70,70,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,54,8,197,SSW,,53,10.0,30.07,0.08,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688763600,2023-07-07T22:00:00+0100,173,N,67,52,67,67,67,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,3,rain,0.0,0.0,58,7,195,SSW,,54,10.0,30.07,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688767200,2023-07-07T23:00:00+0100,174,N,66,53,66,66,66,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,4,rain,0.0,0.0,63,6,193,SSW,,54,10.0,30.08,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688770800,2023-07-08T00:00:00+0100,175,N,64,53,64,64,64,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,6,rain,0.0,0.0,67,6,196,SSW,,52,10.0,30.08,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688774400,2023-07-08T01:00:00+0100,176,N,63,53,63,63,63,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,4,rain,0.0,0.0,70,6,193,SSW,,52,10.0,30.07,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688778000,2023-07-08T02:00:00+0100,177,N,62,53,62,62,62,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,4,rain,0.0,0.0,73,6,188,S,,53,10.0,30.07,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688781600,2023-07-08T03:00:00+0100,178,N,61,53,61,61,61,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,5,rain,0.0,0.0,75,5,184,S,,54,10.0,30.06,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688785200,2023-07-08T04:00:00+0100,179,N,60,53,60,60,60,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,77,6,175,S,,56,10.0,30.06,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688788800,2023-07-08T05:00:00+0100,180,D,60,53,60,60,60,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,77,6,169,SSE,,57,10.0,30.06,0.1,0,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688792400,2023-07-08T06:00:00+0100,181,D,61,54,61,61,61,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,17,rain,0.0,0.0,77,6,172,S,,58,10.0,30.05,0.1,0,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688796000,2023-07-08T07:00:00+0100,182,D,63,54,63,62,62,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,74,7,170,S,,59,10.0,30.05,0.43,0,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688799600,2023-07-08T08:00:00+0100,183,D,65,55,65,65,65,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,69,7,171,S,,59,10.0,30.05,1.16,1,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688803200,2023-07-08T09:00:00+0100,184,D,68,56,68,68,68,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,64,8,177,S,,59,10.0,30.05,2.28,2,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688806800,2023-07-08T10:00:00+0100,185,D,71,56,71,71,71,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,13,rain,0.0,0.0,59,9,182,S,,58,10.0,30.04,3.64,4,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688810400,2023-07-08T11:00:00+0100,186,D,74,56,74,74,74,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,52,10,184,S,,57,10.0,30.04,5.01,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688814000,2023-07-08T12:00:00+0100,187,D,76,55,76,76,76,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,47,11,185,S,,56,10.0,30.04,6.07,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688817600,2023-07-08T13:00:00+0100,188,D,78,55,79,78,79,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,44,11,184,S,17.0,55,10.0,30.03,6.51,7,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688821200,2023-07-08T14:00:00+0100,189,D,79,54,80,79,80,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,42,12,189,S,17.0,54,10.0,30.03,6.19,6,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688824800,2023-07-08T15:00:00+0100,190,D,79,54,80,79,80,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,41,12,189,S,17.0,53,10.0,30.02,5.23,5,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688828400,2023-07-08T16:00:00+0100,191,D,79,54,80,79,80,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,41,12,190,S,17.0,52,10.0,30.02,3.89,4,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688832000,2023-07-08T17:00:00+0100,192,D,79,54,79,79,79,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,42,11,192,S,16.0,52,10.0,30.01,2.5,3,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688835600,2023-07-08T18:00:00+0100,193,D,78,54,78,78,78,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,44,11,194,SSW,,54,10.0,30.01,1.33,1,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688839200,2023-07-08T19:00:00+0100,194,D,76,54,76,76,76,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,46,10,193,SSW,,54,10.0,30.0,0.53,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688842800,2023-07-08T20:00:00+0100,195,D,74,54,74,74,74,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,49,10,195,SSW,,54,10.0,30.0,0.13,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688846400,2023-07-08T21:00:00+0100,196,D,72,55,72,72,72,3000,wx1100,30,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,54,9,194,SSW,,54,10.0,30.01,0.08,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688850000,2023-07-08T22:00:00+0100,197,N,70,55,70,70,70,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,59,8,193,SSW,,53,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688853600,2023-07-08T23:00:00+0100,198,N,68,55,68,68,68,2900,wx1600,29,Saturday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,62,8,198,SSW,,53,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688857200,2023-07-09T00:00:00+0100,199,N,67,55,67,67,67,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,66,7,204,SSW,,54,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688860800,2023-07-09T01:00:00+0100,200,N,65,55,65,65,65,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,70,7,208,SSW,,54,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688864400,2023-07-09T02:00:00+0100,201,N,65,56,65,65,65,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,73,7,212,SSW,,54,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688868000,2023-07-09T03:00:00+0100,202,N,64,56,64,64,64,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,76,6,213,SSW,,55,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688871600,2023-07-09T04:00:00+0100,203,N,63,56,63,63,63,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,78,6,214,SSW,,55,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688875200,2023-07-09T05:00:00+0100,204,D,62,56,62,62,62,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,80,6,210,SSW,,56,10.0,30.01,0.0,0,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688878800,2023-07-09T06:00:00+0100,205,D,63,56,63,63,63,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,80,6,217,SW,,56,10.0,30.01,0.1,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688882400,2023-07-09T07:00:00+0100,206,D,64,57,64,64,64,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,79,7,216,SW,,56,10.0,30.01,0.42,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688886000,2023-07-09T08:00:00+0100,207,D,66,57,66,66,66,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,14,rain,0.0,0.0,74,8,216,SW,,57,10.0,30.01,1.15,1,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688889600,2023-07-09T09:00:00+0100,208,D,68,57,68,68,68,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,11,rain,0.0,0.0,68,9,219,SW,,57,10.0,30.01,2.26,2,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688893200,2023-07-09T10:00:00+0100,209,D,70,57,70,70,70,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,13,rain,0.0,0.0,63,10,219,SW,,59,10.0,30.01,3.62,4,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688896800,2023-07-09T11:00:00+0100,210,D,72,56,72,72,72,2800,wx1200,28,Sunday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,12,rain,0.0,0.0,57,11,219,SW,,62,10.0,30.02,4.99,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688900400,2023-07-09T12:00:00+0100,211,D,74,56,74,74,74,2800,wx1200,28,Sunday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,13,rain,0.0,0.0,53,12,217,SW,17.0,64,10.0,30.02,5.26,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688904000,2023-07-09T13:00:00+0100,212,D,75,55,75,75,75,2800,wx1200,28,Sunday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,11,rain,0.0,0.0,50,13,214,SSW,18.0,65,10.0,30.02,5.64,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688907600,2023-07-09T14:00:00+0100,213,D,76,55,76,76,76,2800,wx1200,28,Sunday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,11,rain,0.0,0.0,47,13,218,SW,18.0,63,10.0,30.02,5.37,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688911200,2023-07-09T15:00:00+0100,214,D,77,54,77,77,77,2800,wx1200,28,Sunday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,8,rain,0.0,0.0,46,13,219,SW,18.0,60,10.0,30.01,5.21,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688914800,2023-07-09T16:00:00+0100,215,D,77,54,77,77,77,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,45,13,221,SW,18.0,57,10.0,30.01,3.88,4,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688918400,2023-07-09T17:00:00+0100,216,D,76,54,76,76,76,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,46,13,223,SW,18.0,56,10.0,30.0,2.49,2,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688922000,2023-07-09T18:00:00+0100,217,D,76,54,76,76,76,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,48,12,224,SW,18.0,55,10.0,30.0,1.32,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688925600,2023-07-09T19:00:00+0100,218,D,74,55,74,74,74,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,50,12,224,SW,18.0,54,10.0,29.99,0.52,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688929200,2023-07-09T20:00:00+0100,219,D,72,55,72,72,72,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,54,11,223,SW,17.0,52,10.0,30.0,0.13,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688932800,2023-07-09T21:00:00+0100,220,D,71,55,71,71,71,3000,wx1100,30,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,59,11,222,SW,,50,10.0,30.0,0.08,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688936400,2023-07-09T22:00:00+0100,221,N,68,55,68,68,68,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,63,10,223,SW,,48,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688940000,2023-07-09T23:00:00+0100,222,N,67,55,67,67,67,2900,wx1600,29,Sunday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,6,rain,0.0,0.0,66,9,226,SW,,48,10.0,30.01,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688943600,2023-07-10T00:00:00+0100,223,N,65,56,65,65,65,2900,wx1600,29,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,70,8,230,SW,,48,10.0,30.02,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688947200,2023-07-10T01:00:00+0100,224,N,64,56,64,64,64,4600,wx2000,11,Monday,Few Showers,Few Showers,Few Showers,Few,Showers,,31,rain,0.0,0.0,74,7,233,SW,,47,10.0,30.02,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688950800,2023-07-10T02:00:00+0100,225,N,63,55,63,62,62,4600,wx2000,11,Monday,Few Showers,Few Showers,Few Showers,Few,Showers,,34,rain,0.0,0.0,75,7,232,SW,,51,10.0,29.99,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688954400,2023-07-10T03:00:00+0100,226,N,62,55,62,61,61,1100,wx2500,11,Monday,Showers,Showers,Showers,Showers,,,37,rain,0.01,0.0,78,7,233,SW,,51,9.0,29.99,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688958000,2023-07-10T04:00:00+0100,227,N,61,55,61,60,60,1100,wx2500,11,Monday,Showers,Showers,Showers,Showers,,,40,rain,0.01,0.0,80,7,232,SW,,52,9.0,29.98,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688961600,2023-07-10T05:00:00+0100,228,D,60,55,60,59,59,1100,wx2500,11,Monday,Showers,Showers,Showers,Showers,,,42,rain,0.01,0.0,82,7,227,SW,,54,9.0,29.98,0.0,0,0,Low,5.0,Fair,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688965200,2023-07-10T06:00:00+0100,229,D,61,55,61,60,60,1100,wx2500,11,Monday,Showers,Showers,Showers,Showers,,,43,rain,0.01,0.0,81,7,233,SW,,56,9.0,29.98,0.1,0,0,Low,5.0,Fair,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688968800,2023-07-10T07:00:00+0100,230,D,62,55,62,61,61,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,22,rain,0.0,0.0,78,8,228,SW,,57,10.0,29.98,0.42,0,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688972400,2023-07-10T08:00:00+0100,231,D,63,55,63,63,63,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,21,rain,0.0,0.0,75,9,228,SW,,57,10.0,29.98,1.14,1,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688976000,2023-07-10T09:00:00+0100,232,D,66,55,66,66,66,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,23,rain,0.0,0.0,68,9,229,SW,,55,10.0,29.98,2.25,2,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688979600,2023-07-10T10:00:00+0100,233,D,68,55,68,68,68,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,64,10,227,SW,,54,10.0,29.98,3.6,4,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688983200,2023-07-10T11:00:00+0100,234,D,70,55,70,70,70,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,58,11,228,SW,,55,10.0,29.98,4.97,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688986800,2023-07-10T12:00:00+0100,235,D,72,54,72,72,72,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,14,rain,0.0,0.0,53,12,228,SW,,55,10.0,29.98,6.02,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688990400,2023-07-10T13:00:00+0100,236,D,74,54,74,74,74,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,10,rain,0.0,0.0,50,12,225,SW,,56,10.0,29.98,6.47,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688994000,2023-07-10T14:00:00+0100,237,D,75,53,75,75,75,2800,wx1200,28,Monday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,8,rain,0.0,0.0,47,13,226,SW,,63,10.0,29.97,5.36,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688997600,2023-07-10T15:00:00+0100,238,D,75,53,75,75,75,2800,wx1200,28,Monday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,7,rain,0.0,0.0,45,12,224,SW,,64,10.0,29.97,4.52,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1689001200,2023-07-10T16:00:00+0100,239,D,75,52,75,75,75,2800,wx1200,28,Monday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,7,rain,0.0,0.0,44,12,224,SW,,64,10.0,29.96,3.36,3,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1689004800,2023-07-10T17:00:00+0100,240,D,75,52,75,75,75,2800,wx1200,28,Monday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,7,rain,0.0,0.0,45,12,226,SW,,65,10.0,29.96,2.16,2,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1689008400,2023-07-10T18:00:00+0100,241,D,74,52,74,74,74,2800,wx1200,28,Monday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,6,rain,0.0,0.0,46,12,227,SW,,65,10.0,29.96,1.15,1,0,Low,10.0,Excellent,1,51.52,-0.11
