CLASS,EXPIRE_TIME_GMT,FCST_VALID,FCST_VALID_LOCAL,NUM,DAY_IND,TEMP,DEWPT,HI,WC,FEELS_LIKE,ICON_EXTD,WXMAN,ICON_CODE,DOW,PHRASE_12CHAR,PHRASE_22CHAR,PHRASE_32CHAR,SUBPHRASE_PT1,SUBPHRASE_PT2,SUBPHRASE_PT3,POP,PRECIP_TYPE,QPF,SNOW_QPF,RH,WSPD,WDIR,WDIR_CARDINAL,GUST,CLDS,VIS,MSLP,UV_INDEX_RAW,UV_INDEX,UV_WARNING,UV_DESC,GOLF_INDEX,GOLF_CATEGORY,SEVERITY,LATITUDE,LONGITUDE
fod_long_range_hourly,1688143018,1688414400,2023-07-03T21:00:00+0100,76,D,63,49,63,61,61,3000,wx1100,30,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,24,rain,0.0,0.0,61,14,240,WSW,25.0,55,10.0,29.84,0.08,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688418000,2023-07-03T22:00:00+0100,77,N,61,50,61,60,60,2900,wx1600,29,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,66,13,243,WSW,22.0,47,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688421600,2023-07-03T23:00:00+0100,78,N,60,50,60,58,58,2900,wx1600,29,Monday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,70,12,244,WSW,20.0,45,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688425200,2023-07-04T00:00:00+0100,79,N,59,50,59,57,57,2900,wx1600,29,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,19,rain,0.0,0.0,73,11,247,WSW,19.0,43,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688428800,2023-07-04T01:00:00+0100,80,N,58,50,58,56,56,2900,wx1600,29,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,75,10,246,WSW,18.0,39,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688432400,2023-07-04T02:00:00+0100,81,N,57,50,57,55,55,2900,wx1600,29,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,77,10,246,WSW,17.0,35,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688436000,2023-07-04T03:00:00+0100,82,N,56,50,56,54,54,2900,wx1650,29,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,13,rain,0.0,0.0,79,9,244,WSW,17.0,30,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688439600,2023-07-04T04:00:00+0100,83,N,56,50,56,53,53,3300,wx1550,33,Tuesday,M Clear,Mostly Clear,Mostly Clear,Mostly,Clear,,16,rain,0.0,0.0,80,9,242,WSW,17.0,27,10.0,29.84,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688443200,2023-07-04T05:00:00+0100,84,D,55,50,55,53,53,3400,wx1050,34,Tuesday,M Sunny,Mostly Sunny,Mostly Sunny,Mostly,Sunny,,16,rain,0.0,0.0,81,9,239,WSW,17.0,28,10.0,29.84,0.1,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688446800,2023-07-04T06:00:00+0100,85,D,56,50,56,53,53,3000,wx1150,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,81,10,240,WSW,18.0,33,10.0,29.84,0.12,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688450400,2023-07-04T07:00:00+0100,86,D,56,50,56,54,54,3000,wx1150,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,78,11,239,WSW,19.0,34,10.0,29.85,0.49,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688454000,2023-07-04T08:00:00+0100,87,D,58,49,58,55,55,3000,wx1100,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,13,rain,0.0,0.0,73,11,242,WSW,20.0,35,10.0,29.85,1.31,1,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688457600,2023-07-04T09:00:00+0100,88,D,60,49,60,58,58,3000,wx1100,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,10,rain,0.0,0.0,66,13,248,WSW,22.0,36,10.0,29.86,2.53,3,0,Moderate,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688461200,2023-07-04T10:00:00+0100,89,D,62,48,62,60,60,3000,wx1100,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,20,rain,0.0,0.0,61,13,250,WSW,24.0,40,10.0,29.86,4.03,4,0,Moderate,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688464800,2023-07-04T11:00:00+0100,90,D,64,48,64,62,62,3000,wx1100,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,21,rain,0.0,0.0,56,14,252,WSW,25.0,47,10.0,29.86,5.52,6,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688468400,2023-07-04T12:00:00+0100,91,D,66,47,66,66,66,2800,wx1200,28,Tuesday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,22,rain,0.0,0.0,51,15,249,WSW,25.0,63,10.0,29.85,5.34,5,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688472000,2023-07-04T13:00:00+0100,92,D,67,47,67,67,67,2800,wx1200,28,Tuesday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,18,rain,0.0,0.0,48,15,246,WSW,26.0,74,10.0,29.85,5.72,6,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688475600,2023-07-04T14:00:00+0100,93,D,68,47,68,68,68,2800,wx1200,28,Tuesday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,24,rain,0.0,0.0,46,15,246,WSW,24.0,70,10.0,29.83,5.44,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688479200,2023-07-04T15:00:00+0100,94,D,69,47,69,69,69,1100,wx2500,11,Tuesday,Showers,Showers,Showers,Showers,,,36,rain,0.01,0.0,46,15,243,WSW,23.0,67,9.0,29.82,4.58,5,0,Moderate,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688482800,2023-07-04T16:00:00+0100,95,D,69,48,69,69,69,1100,wx2500,11,Tuesday,Showers,Showers,Showers,Showers,,,35,rain,0.01,0.0,48,15,239,WSW,23.0,64,9.0,29.82,3.41,3,0,Moderate,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688486400,2023-07-04T17:00:00+0100,96,D,68,48,68,68,68,4600,wx2000,11,Tuesday,Few Showers,Few Showers,Few Showers,Few,Showers,,34,rain,0.01,0.0,49,14,239,WSW,24.0,65,10.0,29.81,2.2,2,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688490000,2023-07-04T18:00:00+0100,97,D,68,48,68,68,68,1100,wx2500,11,Tuesday,Showers,Showers,Showers,Showers,,,37,rain,0.01,0.0,49,14,238,WSW,23.0,68,9.0,29.81,1.17,1,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688493600,2023-07-04T19:00:00+0100,98,D,67,49,67,67,67,4600,wx2000,11,Tuesday,Few Showers,Few Showers,Few Showers,Few,Showers,,32,rain,0.02,0.0,52,13,236,SW,22.0,67,10.0,29.81,0.47,0,0,Low,6.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688497200,2023-07-04T20:00:00+0100,99,D,65,50,65,65,65,2800,wx1200,28,Tuesday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,24,rain,0.0,0.0,57,12,234,SW,19.0,63,9.0,29.81,0.12,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688500800,2023-07-04T21:00:00+0100,100,D,64,51,64,63,63,3000,wx1100,30,Tuesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,24,rain,0.0,0.0,63,11,231,SW,18.0,59,9.0,29.83,0.08,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688504400,2023-07-04T22:00:00+0100,101,N,62,51,62,61,61,1100,wx2500,11,Tuesday,Showers,Showers,Showers,Showers,,,37,rain,0.01,0.0,68,10,228,SW,16.0,55,9.0,29.83,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688508000,2023-07-04T23:00:00+0100,102,N,60,51,60,59,59,1100,wx2500,11,Tuesday,Showers,Showers,Showers,Showers,,,42,rain,0.01,0.0,72,9,228,SW,,53,9.0,29.83,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688511600,2023-07-05T00:00:00+0100,103,N,59,52,59,57,57,1100,wx2500,11,Wednesday,Showers,Showers,Showers,Showers,,,40,rain,0.01,0.0,77,9,231,SW,,53,9.0,29.83,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688515200,2023-07-05T01:00:00+0100,104,N,58,52,58,57,57,1100,wx2500,11,Wednesday,Showers,Showers,Showers,Showers,,,35,rain,0.0,0.0,81,9,229,SW,,53,9.0,29.83,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688518800,2023-07-05T02:00:00+0100,105,N,58,53,58,56,56,1100,wx2500,11,Wednesday,Showers,Showers,Showers,Showers,,,37,rain,0.01,0.0,83,9,231,SW,,54,9.0,29.83,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688522400,2023-07-05T03:00:00+0100,106,N,57,52,57,55,55,1100,wx2550,11,Wednesday,Showers,Showers,Showers,Showers,,,39,rain,0.01,0.0,85,9,229,SW,,50,9.0,29.83,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688526000,2023-07-05T04:00:00+0100,107,N,56,52,56,54,54,1100,wx2550,11,Wednesday,Showers,Showers,Showers,Showers,,,38,rain,0.0,0.0,87,9,231,SW,,50,9.0,29.82,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688529600,2023-07-05T05:00:00+0100,108,D,56,52,56,54,54,1100,wx2550,11,Wednesday,Showers,Showers,Showers,Showers,,,38,rain,0.01,0.0,87,9,226,SW,,50,9.0,29.83,0.1,0,0,Low,4.0,Fair,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688533200,2023-07-05T06:00:00+0100,109,D,56,53,56,54,54,4600,wx2050,11,Wednesday,Few Showers,Few Showers,Few Showers,Few,Showers,,33,rain,0.01,0.0,88,9,224,SW,,49,9.0,29.83,0.12,0,0,Low,4.0,Fair,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688536800,2023-07-05T07:00:00+0100,110,D,57,53,57,55,55,4600,wx2050,11,Wednesday,Few Showers,Few Showers,Few Showers,Few,Showers,,34,rain,0.01,0.0,85,10,223,SW,17.0,52,10.0,29.83,0.45,0,0,Low,4.0,Fair,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688540400,2023-07-05T08:00:00+0100,111,D,59,53,59,57,57,4600,wx2000,11,Wednesday,Few Showers,Few Showers,Few Showers,Few,Showers,,34,rain,0.01,0.0,80,10,228,SW,17.0,51,10.0,29.84,1.19,1,0,Low,5.0,Fair,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688544000,2023-07-05T09:00:00+0100,112,D,61,53,61,59,59,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,24,rain,0.0,0.0,75,10,236,SW,16.0,47,10.0,29.85,2.52,3,0,Moderate,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688547600,2023-07-05T10:00:00+0100,113,D,62,53,62,61,61,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,21,rain,0.0,0.0,71,11,239,WSW,,44,10.0,29.85,4.01,4,0,Moderate,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688551200,2023-07-05T11:00:00+0100,114,D,64,52,64,63,63,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,19,rain,0.0,0.0,65,11,241,WSW,17.0,48,10.0,29.86,5.51,6,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688554800,2023-07-05T12:00:00+0100,115,D,66,51,66,66,66,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,59,12,242,WSW,18.0,55,10.0,29.86,6.12,6,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688558400,2023-07-05T13:00:00+0100,116,D,67,50,67,67,67,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,17,rain,0.0,0.0,54,13,244,WSW,20.0,58,10.0,29.87,6.56,7,0,High,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688562000,2023-07-05T14:00:00+0100,117,D,68,49,68,68,68,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,17,rain,0.0,0.0,50,14,247,WSW,21.0,56,10.0,29.87,6.24,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688565600,2023-07-05T15:00:00+0100,118,D,69,48,69,69,69,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,17,rain,0.0,0.0,48,13,250,WSW,20.0,55,10.0,29.87,5.26,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688569200,2023-07-05T16:00:00+0100,119,D,69,48,69,69,69,4600,wx2000,11,Wednesday,Few Showers,Few Showers,Few Showers,Few,Showers,,30,rain,0.01,0.0,47,13,252,WSW,20.0,53,10.0,29.88,3.92,4,0,Moderate,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688572800,2023-07-05T17:00:00+0100,120,D,69,48,69,69,69,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,24,rain,0.0,0.0,47,13,254,WSW,20.0,52,10.0,29.88,2.52,3,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688576400,2023-07-05T18:00:00+0100,121,D,68,48,68,68,68,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,17,rain,0.0,0.0,48,13,255,WSW,19.0,53,10.0,29.88,1.35,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688580000,2023-07-05T19:00:00+0100,122,D,67,49,67,67,67,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,51,12,254,WSW,19.0,52,10.0,29.89,0.54,1,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688583600,2023-07-05T20:00:00+0100,123,D,66,49,66,66,66,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,54,11,252,WSW,18.0,46,10.0,29.9,0.15,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688587200,2023-07-05T21:00:00+0100,124,D,65,49,65,64,64,3000,wx1100,30,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,1,rain,0.0,0.0,58,10,252,WSW,17.0,39,10.0,29.92,0.09,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688590800,2023-07-05T22:00:00+0100,125,N,62,49,62,62,62,2900,wx1600,29,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,1,rain,0.0,0.0,63,9,249,WSW,,33,10.0,29.94,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688594400,2023-07-05T23:00:00+0100,126,N,61,49,61,60,60,2900,wx1600,29,Wednesday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,2,rain,0.0,0.0,66,8,247,WSW,,30,10.0,29.95,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688598000,2023-07-06T00:00:00+0100,127,N,60,50,60,59,59,3300,wx1500,33,Thursday,M Clear,Mostly Clear,Mostly Clear,Mostly,Clear,,2,rain,0.0,0.0,69,8,243,WSW,,28,10.0,29.96,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688601600,2023-07-06T01:00:00+0100,128,N,58,49,58,57,57,3300,wx1500,33,Thursday,M Clear,Mostly Clear,Mostly Clear,Mostly,Clear,,3,rain,0.0,0.0,73,7,239,WSW,,26,10.0,29.97,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688605200,2023-07-06T02:00:00+0100,129,N,57,50,57,56,56,3300,wx1500,33,Thursday,M Clear,Mostly Clear,Mostly Clear,Mostly,Clear,,4,rain,0.0,0.0,76,6,238,WSW,,25,10.0,29.97,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688608800,2023-07-06T03:00:00+0100,130,N,56,50,56,55,55,3300,wx1500,33,Thursday,M Clear,Mostly Clear,Mostly Clear,Mostly,Clear,,4,rain,0.0,0.0,78,6,236,SW,,24,10.0,29.97,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688612400,2023-07-06T04:00:00+0100,131,N,56,50,56,54,54,3300,wx1550,33,Thursday,M Clear,Mostly Clear,Mostly Clear,Mostly,Clear,,5,rain,0.0,0.0,81,6,234,SW,,24,10.0,29.97,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688616000,2023-07-06T05:00:00+0100,132,D,55,50,55,54,54,3400,wx1050,34,Thursday,M Sunny,Mostly Sunny,Mostly Sunny,Mostly,Sunny,,5,rain,0.0,0.0,83,6,228,SW,,27,10.0,29.98,0.1,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688619600,2023-07-06T06:00:00+0100,133,D,56,50,56,54,54,3000,wx1150,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,5,rain,0.0,0.0,83,6,232,SW,,31,10.0,29.98,0.11,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688623200,2023-07-06T07:00:00+0100,134,D,57,51,57,56,56,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,14,rain,0.0,0.0,80,7,229,SW,,34,10.0,29.99,0.48,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688626800,2023-07-06T08:00:00+0100,135,D,59,51,59,58,58,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,12,rain,0.0,0.0,76,7,228,SW,,37,10.0,29.99,1.29,1,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688630400,2023-07-06T09:00:00+0100,136,D,62,51,62,61,61,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,10,rain,0.0,0.0,69,8,233,SW,,42,10.0,30.0,2.51,3,0,Moderate,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688634000,2023-07-06T10:00:00+0100,137,D,64,51,64,64,64,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,9,rain,0.0,0.0,63,9,234,SW,,48,10.0,30.0,3.99,4,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688637600,2023-07-06T11:00:00+0100,138,D,66,51,66,66,66,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,8,rain,0.0,0.0,57,10,235,SW,,56,10.0,30.01,5.05,5,0,Moderate,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688641200,2023-07-06T12:00:00+0100,139,D,68,50,68,68,68,2800,wx1200,28,Thursday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,11,rain,0.0,0.0,52,11,235,SW,17.0,63,10.0,30.01,5.31,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688644800,2023-07-06T13:00:00+0100,140,D,70,49,70,70,70,2800,wx1200,28,Thursday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,8,rain,0.0,0.0,47,11,232,SW,17.0,66,10.0,30.01,5.69,6,0,High,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688648400,2023-07-06T14:00:00+0100,141,D,71,48,71,71,71,2800,wx1200,28,Thursday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,8,rain,0.0,0.0,44,11,231,SW,16.0,65,10.0,30.01,5.41,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688652000,2023-07-06T15:00:00+0100,142,D,72,48,72,72,72,2800,wx1200,28,Thursday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,7,rain,0.0,0.0,44,11,228,SW,,63,10.0,30.0,4.57,5,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688655600,2023-07-06T16:00:00+0100,143,D,72,49,72,72,72,2800,wx1200,28,Thursday,M Cloudy,Mostly Cloudy,Mostly Cloudy,Mostly,Cloudy,,6,rain,0.0,0.0,44,11,227,SW,,61,10.0,30.0,3.91,4,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688659200,2023-07-06T17:00:00+0100,144,D,72,49,72,72,72,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,3,rain,0.0,0.0,44,11,226,SW,,56,10.0,30.0,2.52,3,0,Moderate,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688662800,2023-07-06T18:00:00+0100,145,D,71,49,71,71,71,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,3,rain,0.0,0.0,45,10,224,SW,,51,10.0,30.0,1.34,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688666400,2023-07-06T19:00:00+0100,146,D,70,49,70,70,70,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,47,10,221,SW,,49,10.0,30.0,0.58,1,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688670000,2023-07-06T20:00:00+0100,147,D,69,50,69,69,69,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,51,10,219,SW,,46,10.0,30.01,0.15,0,0,Low,10.0,Excellent,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688673600,2023-07-06T21:00:00+0100,148,D,67,50,67,67,67,3000,wx1100,30,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,0,rain,0.0,0.0,55,9,218,SW,,47,10.0,30.02,0.09,0,0,Low,9.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688677200,2023-07-06T22:00:00+0100,149,N,65,51,65,65,65,2900,wx1600,29,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,2,rain,0.0,0.0,61,8,219,SW,,47,10.0,30.03,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688680800,2023-07-06T23:00:00+0100,150,N,63,51,63,63,63,2900,wx1600,29,Thursday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,4,rain,0.0,0.0,66,7,220,SW,,46,10.0,30.04,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688684400,2023-07-07T00:00:00+0100,151,N,61,53,61,61,61,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,6,rain,0.0,0.0,73,7,222,SW,,45,10.0,30.05,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688688000,2023-07-07T01:00:00+0100,152,N,60,53,60,60,60,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,14,rain,0.0,0.0,77,6,222,SW,,44,10.0,30.06,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688691600,2023-07-07T02:00:00+0100,153,N,59,53,59,59,59,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,79,5,222,SW,,45,10.0,30.06,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688695200,2023-07-07T03:00:00+0100,154,N,58,53,58,58,58,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,16,rain,0.0,0.0,82,5,222,SW,,46,10.0,30.06,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688698800,2023-07-07T04:00:00+0100,155,N,58,53,58,57,57,2900,wx1600,29,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,14,rain,0.0,0.0,84,5,221,SW,,48,10.0,30.06,0.0,0,0,Low,,,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688702400,2023-07-07T05:00:00+0100,156,D,57,53,57,57,57,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,15,rain,0.0,0.0,84,4,213,SSW,,49,10.0,30.06,0.1,0,0,Low,7.0,Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688706000,2023-07-07T06:00:00+0100,157,D,58,53,58,58,58,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,14,rain,0.0,0.0,83,4,214,SW,,50,10.0,30.06,0.1,0,0,Low,8.0,Very Good,1,51.52,-0.11
fod_long_range_hourly,1688143018,1688709600,2023-07-07T07:00:00+0100,158,D,59,54,59,59,59,3000,wx1100,30,Friday,P Cloudy,Partly Cloudy,Partly Cloudy,Partly,Cloudy,,18,rain,0.0,0.0,82,5,207,SSW,,52,10.0,30.07,0.44,0,0,Low,8.0,Very Good,1,51.52,-0.11
