latitude,longitude,weather_day,weather_hour,weather_timezone_offset,weather_type,processed_date,temperature,dew_point,humidity,heat_index,wind_chill,wind_direction,wind_speed,cloud_cover,wet_bulb_temp,solar_irradiance,precipitation,day_or_night,day_of_week,wind_gust,msl_pressure,forecast_day_num,prop_of_precip,precip_type,snow_accumulation,uv_index,visibility
51.52,-0.11,2023-07-07,12,+0100,F,2023-06-30 17:32:15,69.0,53.0,57.0,69.0,69.0,216.0,9.0,52.0,,,0.0,D,Friday,0,30.08,162,7,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-07,13,+0100,F,2023-06-30 17:32:15,71.0,52.0,52.0,71.0,71.0,216.0,10.0,53.0,,,0.0,D,Friday,0,30.08,163,7,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-07,14,+0100,F,2023-06-30 17:32:15,72.0,52.0,49.0,72.0,72.0,212.0,10.0,54.0,,,0.0,D,Friday,0,30.08,164,3,rain,0.0,7.0,10.0
51.52,-0.11,2023-07-07,15,+0100,F,2023-06-30 17:32:15,74.0,52.0,47.0,74.0,74.0,210.0,11.0,53.0,,,0.0,D,Friday,16,30.08,165,3,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-07,16,+0100,F,2023-06-30 17:32:15,74.0,52.0,46.0,74.0,74.0,207.0,11.0,53.0,,,0.0,D,Friday,16,30.07,166,7,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-07,17,+0100,F,2023-06-30 17:32:15,75.0,52.0,45.0,75.0,75.0,206.0,11.0,52.0,,,0.0,D,Friday,0,30.06,167,7,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-07,18,+0100,F,2023-06-30 17:32:15,75.0,52.0,45.0,75.0,75.0,208.0,11.0,51.0,,,0.0,D,Friday,0,30.06,168,6,rain,0.0,3.0,10.0
51.52,-0.11,2023-07-07,19,+0100,F,2023-06-30 17:32:15,75.0,52.0,45.0,75.0,75.0,207.0,10.0,51.0,,,0.0,D,Friday,0,30.06,169,5,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-07,20,+0100,F,2023-06-30 17:32:15,74.0,52.0,47.0,74.0,74.0,204.0,10.0,51.0,,,0.0,D,Friday,0,30.06,170,0,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-07,21,+0100,F,2023-06-30 17:32:15,72.0,52.0,49.0,72.0,72.0,201.0,9.0,52.0,,,0.0,D,Friday,0,30.06,171,0,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-07,22,+0100,F,2023-06-30 17:32:15,70.0,52.0,54.0,70.0,70.0,197.0,8.0,53.0,,,0.0,D,Friday,0,30.07,172,0,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-07,23,+0100,F,2023-06-30 17:32:15,67.0,52.0,58.0,67.0,67.0,195.0,7.0,54.0,,,0.0,N,Friday,0,30.07,173,3,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-07,24,+0100,F,2023-06-30 17:32:15,66.0,53.0,63.0,66.0,66.0,193.0,6.0,54.0,,,0.0,N,Friday,0,30.08,174,4,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,1,+0100,F,2023-06-30 17:32:15,64.0,53.0,67.0,64.0,64.0,196.0,6.0,52.0,,,0.0,N,Saturday,0,30.08,175,6,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,2,+0100,F,2023-06-30 17:32:15,63.0,53.0,70.0,63.0,63.0,193.0,6.0,52.0,,,0.0,N,Saturday,0,30.07,176,4,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,3,+0100,F,2023-06-30 17:32:15,62.0,53.0,73.0,62.0,62.0,188.0,6.0,53.0,,,0.0,N,Saturday,0,30.07,177,4,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,4,+0100,F,2023-06-30 17:32:15,61.0,53.0,75.0,61.0,61.0,184.0,5.0,54.0,,,0.0,N,Saturday,0,30.06,178,5,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,5,+0100,F,2023-06-30 17:32:15,60.0,53.0,77.0,60.0,60.0,175.0,6.0,56.0,,,0.0,N,Saturday,0,30.06,179,11,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,6,+0100,F,2023-06-30 17:32:15,60.0,53.0,77.0,60.0,60.0,169.0,6.0,57.0,,,0.0,D,Saturday,0,30.06,180,16,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,7,+0100,F,2023-06-30 17:32:15,61.0,54.0,77.0,61.0,61.0,172.0,6.0,58.0,,,0.0,D,Saturday,0,30.05,181,17,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,8,+0100,F,2023-06-30 17:32:15,63.0,54.0,74.0,63.0,62.0,170.0,7.0,59.0,,,0.0,D,Saturday,0,30.05,182,16,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,9,+0100,F,2023-06-30 17:32:15,65.0,55.0,69.0,65.0,65.0,171.0,7.0,59.0,,,0.0,D,Saturday,0,30.05,183,15,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-08,10,+0100,F,2023-06-30 17:32:15,68.0,56.0,64.0,68.0,68.0,177.0,8.0,59.0,,,0.0,D,Saturday,0,30.05,184,12,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-08,11,+0100,F,2023-06-30 17:32:15,71.0,56.0,59.0,71.0,71.0,182.0,9.0,58.0,,,0.0,D,Saturday,0,30.04,185,13,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-08,12,+0100,F,2023-06-30 17:32:15,74.0,56.0,52.0,74.0,74.0,184.0,10.0,57.0,,,0.0,D,Saturday,0,30.04,186,11,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-08,13,+0100,F,2023-06-30 17:32:15,76.0,55.0,47.0,76.0,76.0,185.0,11.0,56.0,,,0.0,D,Saturday,0,30.04,187,11,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-08,14,+0100,F,2023-06-30 17:32:15,78.0,55.0,44.0,79.0,78.0,184.0,11.0,55.0,,,0.0,D,Saturday,17,30.03,188,11,rain,0.0,7.0,10.0
51.52,-0.11,2023-07-08,15,+0100,F,2023-06-30 17:32:15,79.0,54.0,42.0,80.0,79.0,189.0,12.0,54.0,,,0.0,D,Saturday,17,30.03,189,11,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-08,16,+0100,F,2023-06-30 17:32:15,79.0,54.0,41.0,80.0,79.0,189.0,12.0,53.0,,,0.0,D,Saturday,17,30.02,190,11,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-08,17,+0100,F,2023-06-30 17:32:15,79.0,54.0,41.0,80.0,79.0,190.0,12.0,52.0,,,0.0,D,Saturday,17,30.02,191,8,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-08,18,+0100,F,2023-06-30 17:32:15,79.0,54.0,42.0,79.0,79.0,192.0,11.0,52.0,,,0.0,D,Saturday,16,30.01,192,8,rain,0.0,3.0,10.0
51.52,-0.11,2023-07-08,19,+0100,F,2023-06-30 17:32:15,78.0,54.0,44.0,78.0,78.0,194.0,11.0,54.0,,,0.0,D,Saturday,0,30.01,193,8,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-08,20,+0100,F,2023-06-30 17:32:15,76.0,54.0,46.0,76.0,76.0,193.0,10.0,54.0,,,0.0,D,Saturday,0,30.0,194,11,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-08,21,+0100,F,2023-06-30 17:32:15,74.0,54.0,49.0,74.0,74.0,195.0,10.0,54.0,,,0.0,D,Saturday,0,30.0,195,11,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,22,+0100,F,2023-06-30 17:32:15,72.0,55.0,54.0,72.0,72.0,194.0,9.0,54.0,,,0.0,D,Saturday,0,30.01,196,12,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,23,+0100,F,2023-06-30 17:32:15,70.0,55.0,59.0,70.0,70.0,193.0,8.0,53.0,,,0.0,N,Saturday,0,30.01,197,15,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-08,24,+0100,F,2023-06-30 17:32:15,68.0,55.0,62.0,68.0,68.0,198.0,8.0,53.0,,,0.0,N,Saturday,0,30.01,198,16,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,1,+0100,F,2023-06-30 17:32:15,67.0,55.0,66.0,67.0,67.0,204.0,7.0,54.0,,,0.0,N,Sunday,0,30.01,199,18,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,2,+0100,F,2023-06-30 17:32:15,65.0,55.0,70.0,65.0,65.0,208.0,7.0,54.0,,,0.0,N,Sunday,0,30.01,200,11,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,3,+0100,F,2023-06-30 17:32:15,65.0,56.0,73.0,65.0,65.0,212.0,7.0,54.0,,,0.0,N,Sunday,0,30.01,201,18,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,4,+0100,F,2023-06-30 17:32:15,64.0,56.0,76.0,64.0,64.0,213.0,6.0,55.0,,,0.0,N,Sunday,0,30.01,202,18,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,5,+0100,F,2023-06-30 17:32:15,63.0,56.0,78.0,63.0,63.0,214.0,6.0,55.0,,,0.0,N,Sunday,0,30.01,203,12,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,6,+0100,F,2023-06-30 17:32:15,62.0,56.0,80.0,62.0,62.0,210.0,6.0,56.0,,,0.0,D,Sunday,0,30.01,204,12,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,7,+0100,F,2023-06-30 17:32:15,63.0,56.0,80.0,63.0,63.0,217.0,6.0,56.0,,,0.0,D,Sunday,0,30.01,205,12,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,8,+0100,F,2023-06-30 17:32:15,64.0,57.0,79.0,64.0,64.0,216.0,7.0,56.0,,,0.0,D,Sunday,0,30.01,206,15,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,9,+0100,F,2023-06-30 17:32:15,66.0,57.0,74.0,66.0,66.0,216.0,8.0,57.0,,,0.0,D,Sunday,0,30.01,207,14,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-09,10,+0100,F,2023-06-30 17:32:15,68.0,57.0,68.0,68.0,68.0,219.0,9.0,57.0,,,0.0,D,Sunday,0,30.01,208,11,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-09,11,+0100,F,2023-06-30 17:32:15,70.0,57.0,63.0,70.0,70.0,219.0,10.0,59.0,,,0.0,D,Sunday,0,30.01,209,13,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-09,12,+0100,F,2023-06-30 17:32:15,72.0,56.0,57.0,72.0,72.0,219.0,11.0,62.0,,,0.0,D,Sunday,0,30.02,210,12,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-09,13,+0100,F,2023-06-30 17:32:15,74.0,56.0,53.0,74.0,74.0,217.0,12.0,64.0,,,0.0,D,Sunday,17,30.02,211,13,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-09,14,+0100,F,2023-06-30 17:32:15,75.0,55.0,50.0,75.0,75.0,214.0,13.0,65.0,,,0.0,D,Sunday,18,30.02,212,11,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-09,15,+0100,F,2023-06-30 17:32:15,76.0,55.0,47.0,76.0,76.0,218.0,13.0,63.0,,,0.0,D,Sunday,18,30.02,213,11,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-09,16,+0100,F,2023-06-30 17:32:15,77.0,54.0,46.0,77.0,77.0,219.0,13.0,60.0,,,0.0,D,Sunday,18,30.01,214,8,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-09,17,+0100,F,2023-06-30 17:32:15,77.0,54.0,45.0,77.0,77.0,221.0,13.0,57.0,,,0.0,D,Sunday,18,30.01,215,9,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-09,18,+0100,F,2023-06-30 17:32:15,76.0,54.0,46.0,76.0,76.0,223.0,13.0,56.0,,,0.0,D,Sunday,18,30.0,216,9,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-09,19,+0100,F,2023-06-30 17:32:15,76.0,54.0,48.0,76.0,76.0,224.0,12.0,55.0,,,0.0,D,Sunday,18,30.0,217,9,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-09,20,+0100,F,2023-06-30 17:32:15,74.0,55.0,50.0,74.0,74.0,224.0,12.0,54.0,,,0.0,D,Sunday,18,29.99,218,9,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-09,21,+0100,F,2023-06-30 17:32:15,72.0,55.0,54.0,72.0,72.0,223.0,11.0,52.0,,,0.0,D,Sunday,17,30.0,219,9,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,22,+0100,F,2023-06-30 17:32:15,71.0,55.0,59.0,71.0,71.0,222.0,11.0,50.0,,,0.0,D,Sunday,0,30.0,220,8,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,23,+0100,F,2023-06-30 17:32:15,68.0,55.0,63.0,68.0,68.0,223.0,10.0,48.0,,,0.0,N,Sunday,0,30.01,221,9,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-09,24,+0100,F,2023-06-30 17:32:15,67.0,55.0,66.0,67.0,67.0,226.0,9.0,48.0,,,0.0,N,Sunday,0,30.01,222,6,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,1,+0100,F,2023-06-30 17:32:15,65.0,56.0,70.0,65.0,65.0,230.0,8.0,48.0,,,0.0,N,Monday,0,30.02,223,8,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,2,+0100,F,2023-06-30 17:32:15,64.0,56.0,74.0,64.0,64.0,233.0,7.0,47.0,,,0.0,N,Monday,0,30.02,224,31,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,3,+0100,F,2023-06-30 17:32:15,63.0,55.0,75.0,63.0,62.0,232.0,7.0,51.0,,,0.0,N,Monday,0,29.99,225,34,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,4,+0100,F,2023-06-30 17:32:15,62.0,55.0,78.0,62.0,61.0,233.0,7.0,51.0,,,0.01,N,Monday,0,29.99,226,37,rain,0.0,0.0,9.0
51.52,-0.11,2023-07-10,5,+0100,F,2023-06-30 17:32:15,61.0,55.0,80.0,61.0,60.0,232.0,7.0,52.0,,,0.01,N,Monday,0,29.98,227,40,rain,0.0,0.0,9.0
51.52,-0.11,2023-07-10,6,+0100,F,2023-06-30 17:32:15,60.0,55.0,82.0,60.0,59.0,227.0,7.0,54.0,,,0.01,D,Monday,0,29.98,228,42,rain,0.0,0.0,9.0
51.52,-0.11,2023-07-10,7,+0100,F,2023-06-30 17:32:15,61.0,55.0,81.0,61.0,60.0,233.0,7.0,56.0,,,0.01,D,Monday,0,29.98,229,43,rain,0.0,0.0,9.0
51.52,-0.11,2023-07-10,8,+0100,F,2023-06-30 17:32:15,62.0,55.0,78.0,62.0,61.0,228.0,8.0,57.0,,,0.0,D,Monday,0,29.98,230,22,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,9,+0100,F,2023-06-30 17:32:15,63.0,55.0,75.0,63.0,63.0,228.0,9.0,57.0,,,0.0,D,Monday,0,29.98,231,21,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-10,10,+0100,F,2023-06-30 17:32:15,66.0,55.0,68.0,66.0,66.0,229.0,9.0,55.0,,,0.0,D,Monday,0,29.98,232,23,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-10,11,+0100,F,2023-06-30 17:32:15,68.0,55.0,64.0,68.0,68.0,227.0,10.0,54.0,,,0.0,D,Monday,0,29.98,233,18,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-10,12,+0100,F,2023-06-30 17:32:15,70.0,55.0,58.0,70.0,70.0,228.0,11.0,55.0,,,0.0,D,Monday,0,29.98,234,15,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-10,13,+0100,F,2023-06-30 17:32:15,72.0,54.0,53.0,72.0,72.0,228.0,12.0,55.0,,,0.0,D,Monday,0,29.98,235,14,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-10,14,+0100,F,2023-06-30 17:32:15,74.0,54.0,50.0,74.0,74.0,225.0,12.0,56.0,,,0.0,D,Monday,0,29.98,236,10,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-10,15,+0100,F,2023-06-30 17:32:15,75.0,53.0,47.0,75.0,75.0,226.0,13.0,63.0,,,0.0,D,Monday,0,29.97,237,8,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-10,16,+0100,F,2023-06-30 17:32:15,75.0,53.0,45.0,75.0,75.0,224.0,12.0,64.0,,,0.0,D,Monday,0,29.97,238,7,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-10,17,+0100,F,2023-06-30 17:32:15,75.0,52.0,44.0,75.0,75.0,224.0,12.0,64.0,,,0.0,D,Monday,0,29.96,239,7,rain,0.0,3.0,10.0
51.52,-0.11,2023-07-10,18,+0100,F,2023-06-30 17:32:15,75.0,52.0,45.0,75.0,75.0,226.0,12.0,65.0,,,0.0,D,Monday,0,29.96,240,7,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-10,19,+0100,F,2023-06-30 17:32:15,74.0,52.0,46.0,74.0,74.0,227.0,12.0,65.0,,,0.0,D,Monday,0,29.96,241,6,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-10,20,+0100,F,2023-06-30 17:32:15,73.0,53.0,48.0,73.0,73.0,226.0,12.0,64.0,,,0.0,D,Monday,0,29.96,242,8,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,21,+0100,F,2023-06-30 17:32:15,72.0,53.0,52.0,72.0,72.0,224.0,11.0,64.0,,,0.0,D,Monday,0,29.96,243,10,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,22,+0100,F,2023-06-30 17:32:15,70.0,54.0,57.0,70.0,70.0,224.0,10.0,62.0,,,0.0,D,Monday,0,29.96,244,9,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,23,+0100,F,2023-06-30 17:32:15,68.0,54.0,62.0,68.0,68.0,225.0,9.0,61.0,,,0.0,N,Monday,0,29.97,245,9,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-10,24,+0100,F,2023-06-30 17:32:15,66.0,54.0,64.0,66.0,66.0,226.0,9.0,61.0,,,0.0,N,Monday,0,29.97,246,9,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,1,+0100,F,2023-06-30 17:32:15,65.0,55.0,70.0,65.0,65.0,230.0,8.0,61.0,,,0.0,N,Tuesday,0,29.98,247,10,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,2,+0100,F,2023-06-30 17:32:15,64.0,54.0,72.0,64.0,63.0,231.0,8.0,61.0,,,0.0,N,Tuesday,0,29.98,248,11,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,3,+0100,F,2023-06-30 17:32:15,63.0,54.0,74.0,63.0,62.0,232.0,7.0,62.0,,,0.0,N,Tuesday,0,29.98,249,12,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,4,+0100,F,2023-06-30 17:32:15,62.0,55.0,77.0,62.0,61.0,232.0,7.0,63.0,,,0.0,N,Tuesday,0,29.97,250,13,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,5,+0100,F,2023-06-30 17:32:15,61.0,55.0,80.0,61.0,60.0,232.0,7.0,64.0,,,0.0,N,Tuesday,0,29.97,251,14,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,6,+0100,F,2023-06-30 17:32:15,61.0,55.0,81.0,61.0,60.0,227.0,7.0,63.0,,,0.0,D,Tuesday,0,29.97,252,15,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,7,+0100,F,2023-06-30 17:32:15,61.0,55.0,80.0,61.0,60.0,231.0,7.0,61.0,,,0.0,D,Tuesday,0,29.97,253,15,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,8,+0100,F,2023-06-30 17:32:15,62.0,55.0,79.0,62.0,61.0,228.0,8.0,61.0,,,0.0,D,Tuesday,0,29.96,254,24,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,9,+0100,F,2023-06-30 17:32:15,64.0,56.0,75.0,64.0,63.0,228.0,8.0,62.0,,,0.0,D,Tuesday,0,29.96,255,32,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-11,10,+0100,F,2023-06-30 17:32:15,66.0,56.0,70.0,66.0,66.0,232.0,9.0,64.0,,,0.01,D,Tuesday,0,29.96,256,35,rain,0.0,2.0,9.0
51.52,-0.11,2023-07-11,11,+0100,F,2023-06-30 17:32:15,68.0,56.0,65.0,68.0,68.0,231.0,9.0,66.0,,,0.01,D,Tuesday,0,29.96,257,38,rain,0.0,3.0,9.0
51.52,-0.11,2023-07-11,12,+0100,F,2023-06-30 17:32:15,70.0,55.0,61.0,70.0,70.0,234.0,10.0,68.0,,,0.01,D,Tuesday,0,29.96,258,42,rain,0.0,4.0,9.0
51.52,-0.11,2023-07-11,13,+0100,F,2023-06-30 17:32:15,72.0,55.0,55.0,72.0,72.0,234.0,11.0,70.0,,,0.01,D,Tuesday,0,29.96,259,43,rain,0.0,5.0,9.0
51.52,-0.11,2023-07-11,14,+0100,F,2023-06-30 17:32:15,73.0,54.0,52.0,73.0,73.0,230.0,12.0,71.0,,,0.01,D,Tuesday,0,29.96,260,39,rain,0.0,6.0,9.0
51.52,-0.11,2023-07-11,15,+0100,F,2023-06-30 17:32:15,74.0,54.0,50.0,74.0,74.0,231.0,12.0,71.0,,,0.01,D,Tuesday,0,29.96,261,37,rain,0.0,5.0,9.0
51.52,-0.11,2023-07-11,16,+0100,F,2023-06-30 17:32:15,74.0,53.0,48.0,74.0,74.0,229.0,12.0,71.0,,,0.01,D,Tuesday,0,29.96,262,34,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-11,17,+0100,F,2023-06-30 17:32:15,74.0,53.0,47.0,74.0,74.0,228.0,12.0,70.0,,,0.01,D,Tuesday,0,29.95,263,31,rain,0.0,3.0,10.0
51.52,-0.11,2023-07-11,18,+0100,F,2023-06-30 17:32:15,74.0,53.0,47.0,74.0,74.0,227.0,12.0,70.0,,,0.0,D,Tuesday,0,29.95,264,24,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-11,19,+0100,F,2023-06-30 17:32:15,74.0,53.0,48.0,74.0,74.0,227.0,12.0,69.0,,,0.0,D,Tuesday,0,29.94,265,24,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-11,20,+0100,F,2023-06-30 17:32:15,73.0,54.0,51.0,73.0,73.0,224.0,12.0,68.0,,,0.0,D,Tuesday,0,29.94,266,23,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,21,+0100,F,2023-06-30 17:32:15,71.0,54.0,54.0,71.0,71.0,223.0,11.0,67.0,,,0.0,D,Tuesday,0,29.94,267,22,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,22,+0100,F,2023-06-30 17:32:15,70.0,54.0,58.0,70.0,70.0,223.0,10.0,65.0,,,0.0,D,Tuesday,0,29.95,268,22,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,23,+0100,F,2023-06-30 17:32:15,68.0,55.0,63.0,68.0,68.0,224.0,10.0,64.0,,,0.0,N,Tuesday,0,29.95,269,22,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-11,24,+0100,F,2023-06-30 17:32:15,66.0,55.0,66.0,66.0,66.0,225.0,9.0,64.0,,,0.0,N,Tuesday,0,29.96,270,24,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,1,+0100,F,2023-06-30 17:32:15,65.0,55.0,71.0,65.0,64.0,229.0,8.0,64.0,,,0.0,N,Wednesday,0,29.96,271,24,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,2,+0100,F,2023-06-30 17:32:15,63.0,55.0,73.0,63.0,63.0,230.0,8.0,64.0,,,0.0,N,Wednesday,0,29.96,272,15,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,3,+0100,F,2023-06-30 17:32:15,63.0,55.0,75.0,63.0,62.0,232.0,8.0,64.0,,,0.0,N,Wednesday,0,29.96,273,16,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,4,+0100,F,2023-06-30 17:32:15,62.0,55.0,77.0,62.0,61.0,233.0,7.0,64.0,,,0.0,N,Wednesday,0,29.96,274,17,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,5,+0100,F,2023-06-30 17:32:15,61.0,55.0,80.0,61.0,60.0,234.0,7.0,64.0,,,0.0,N,Wednesday,0,29.96,275,18,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,6,+0100,F,2023-06-30 17:32:15,61.0,55.0,81.0,61.0,60.0,229.0,7.0,63.0,,,0.0,D,Wednesday,0,29.96,276,20,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,7,+0100,F,2023-06-30 17:32:15,61.0,55.0,81.0,61.0,60.0,235.0,8.0,63.0,,,0.0,D,Wednesday,0,29.96,277,21,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,8,+0100,F,2023-06-30 17:32:15,62.0,55.0,79.0,62.0,61.0,232.0,8.0,63.0,,,0.0,D,Wednesday,0,29.96,278,24,rain,0.0,0.0,10.0
51.52,-0.11,2023-07-12,9,+0100,F,2023-06-30 17:32:15,64.0,56.0,75.0,64.0,63.0,232.0,9.0,64.0,,,0.0,D,Wednesday,0,29.96,279,24,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-12,10,+0100,F,2023-06-30 17:32:15,66.0,55.0,67.0,66.0,66.0,235.0,9.0,66.0,,,0.0,D,Wednesday,0,29.97,280,21,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-12,11,+0100,F,2023-06-30 17:32:15,69.0,55.0,61.0,69.0,69.0,232.0,10.0,68.0,,,0.0,D,Wednesday,0,29.97,281,18,rain,0.0,3.0,10.0
51.52,-0.11,2023-07-12,12,+0100,F,2023-06-30 17:32:15,71.0,55.0,56.0,71.0,71.0,235.0,11.0,69.0,,,0.0,D,Wednesday,0,29.97,282,16,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-12,13,+0100,F,2023-06-30 17:32:15,72.0,54.0,52.0,72.0,72.0,235.0,11.0,71.0,,,0.0,D,Wednesday,0,29.97,283,16,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-12,14,+0100,F,2023-06-30 17:32:15,74.0,54.0,49.0,74.0,74.0,232.0,12.0,71.0,,,0.0,D,Wednesday,0,29.98,284,22,rain,0.0,6.0,10.0
51.52,-0.11,2023-07-12,15,+0100,F,2023-06-30 17:32:15,75.0,53.0,47.0,75.0,75.0,233.0,12.0,71.0,,,0.0,D,Wednesday,0,29.97,285,22,rain,0.0,5.0,10.0
51.52,-0.11,2023-07-12,16,+0100,F,2023-06-30 17:32:15,75.0,53.0,46.0,75.0,75.0,233.0,12.0,71.0,,,0.0,D,Wednesday,0,29.97,286,21,rain,0.0,4.0,10.0
51.52,-0.11,2023-07-12,17,+0100,F,2023-06-30 17:32:15,76.0,53.0,45.0,76.0,76.0,234.0,12.0,70.0,,,0.0,D,Wednesday,0,29.96,287,20,rain,0.0,3.0,10.0
51.52,-0.11,2023-07-12,18,+0100,F,2023-06-30 17:32:15,75.0,53.0,46.0,75.0,75.0,235.0,12.0,69.0,,,0.0,D,Wednesday,0,29.96,288,19,rain,0.0,2.0,10.0
51.52,-0.11,2023-07-12,19,+0100,F,2023-06-30 17:32:15,74.0,53.0,48.0,74.0,74.0,236.0,11.0,68.0,,,0.0,D,Wednesday,0,29.96,289,18,rain,0.0,1.0,10.0
51.52,-0.11,2023-07-12,20,+0100,F,2023-06-30 17:32:15,73.0,54.0,50.0,73.0,73.0,234.0,11.0,67.0,,,0.0,D,Wednesday,0,29.96,290,13,rain,0.0,0.0,10.0
